created_at,entry_id,field1,field2,field3
2023-04-13 00:01:16 UTC,1661,15.10000,30.20000,19867307
2023-04-13 00:03:17 UTC,1662,15.10000,30.20000,19988614
2023-04-13 00:05:19 UTC,1663,15.10000,30.20000,20109965
2023-04-13 00:07:20 UTC,1664,15.10000,30.10000,20231265
2023-04-13 00:09:21 UTC,1665,15.10000,30.10000,20352585
2023-04-13 00:11:23 UTC,1666,15.10000,30.00000,20473888
2023-04-13 00:13:24 UTC,1667,15.10000,29.90000,20595164
2023-04-13 00:15:25 UTC,1668,15.00000,29.90000,20716486
2023-04-13 00:17:27 UTC,1669,15.00000,29.90000,20837835
2023-04-13 00:19:28 UTC,1670,14.90000,29.80000,20959168
2023-04-13 00:21:29 UTC,1671,14.90000,29.80000,21080451
2023-04-13 00:23:30 UTC,1672,14.90000,29.80000,21201763
2023-04-13 00:25:32 UTC,1673,14.80000,29.80000,21323042
2023-04-13 00:27:33 UTC,1674,14.80000,29.80000,21444351
2023-04-13 00:29:34 UTC,1675,14.80000,29.80000,21565663
2023-04-13 00:31:36 UTC,1676,14.70000,29.70000,21686998
2023-04-13 00:33:37 UTC,1677,14.70000,29.80000,21808322
2023-04-13 00:35:38 UTC,1678,14.60000,29.80000,21929637
2023-04-13 00:37:40 UTC,1679,14.60000,29.70000,22050994
2023-04-13 00:39:41 UTC,1680,14.60000,29.70000,22172328
2023-04-13 00:41:42 UTC,1681,14.50000,29.70000,22293635
2023-04-13 00:43:44 UTC,1682,14.60000,29.70000,22414945
2023-04-13 00:45:45 UTC,1683,14.60000,29.60000,22536295
2023-04-13 00:47:46 UTC,1684,14.50000,29.60000,22657598
2023-04-13 00:49:48 UTC,1685,14.50000,29.60000,22779018
2023-04-13 00:51:49 UTC,1686,14.50000,29.50000,22900334
2023-04-13 00:53:50 UTC,1687,14.50000,29.50000,23021676
2023-04-13 00:55:52 UTC,1688,14.50000,29.60000,23142982
2023-04-13 00:57:53 UTC,1689,14.50000,29.50000,23264335
2023-04-13 00:59:58 UTC,1690,14.40000,29.60000,23389654
2023-04-13 01:02:04 UTC,1691,14.40000,29.60000,23515014
2023-04-13 01:04:05 UTC,1692,14.40000,29.50000,23636390
2023-04-13 01:06:11 UTC,1693,14.40000,29.50000,23761799
2023-04-13 01:08:16 UTC,1694,14.30000,29.50000,23887139
2023-04-13 01:10:21 UTC,1695,14.30000,29.40000,24012474
2023-04-13 01:12:23 UTC,1696,14.30000,29.40000,24133787
2023-04-13 01:14:24 UTC,1697,14.30000,29.50000,24255104
