created_at,entry_id,field1,field2,field3
2023-04-10 13:40:03 UTC,1,0.00,,
2023-04-10 13:50:43 UTC,2,26.00000,16.20000,8965
2023-04-10 13:51:04 UTC,3,26.00000,16.10000,30096
2023-04-10 13:51:21 UTC,4,26.00000,16.00000,46990
2023-04-10 13:51:53 UTC,5,26.00000,16.10000,79755
2023-04-10 13:52:11 UTC,6,26.00000,15.80000,97716
2023-04-10 13:52:34 UTC,7,26.00000,15.80000,120156
2023-04-10 13:52:52 UTC,8,26.00000,16.00000,138154
2023-04-10 13:55:48 UTC,9,25.90000,16.50000,8964
2023-04-10 13:58:14 UTC,10,26.00000,15.80000,121716
2023-04-10 14:00:27 UTC,11,26.10000,16.50000,255287
2023-04-10 14:04:23 UTC,12,26.20000,15.90000,121757
2023-04-10 14:06:24 UTC,13,26.20000,15.60000,243178
2023-04-10 14:08:26 UTC,14,26.30000,15.30000,364668
2023-04-10 14:10:35 UTC,15,26.30000,15.40000,494267
2023-04-10 14:13:05 UTC,16,27.30000,16.10000,121738
2023-04-10 14:15:03 UTC,17,27.70000,14.10000,242015
2023-04-10 14:17:04 UTC,18,27.80000,14.00000,363403
2023-04-10 14:19:05 UTC,19,27.80000,14.00000,484825
2023-04-10 14:21:07 UTC,20,27.90000,13.70000,606168
2023-04-10 14:23:08 UTC,21,28.00000,13.70000,727534
2023-04-10 14:25:14 UTC,22,28.20000,13.60000,852965
2023-04-10 14:27:15 UTC,23,28.30000,13.40000,974322
2023-04-10 14:29:16 UTC,24,28.40000,13.30000,1095658
2023-04-10 14:31:18 UTC,25,28.50000,13.30000,1217003
2023-04-10 14:33:19 UTC,26,28.40000,13.20000,1338390
2023-04-10 14:35:26 UTC,27,28.20000,13.30000,1463759
2023-04-10 14:37:27 UTC,28,28.10000,13.20000,1586423
2023-04-10 14:39:28 UTC,29,28.20000,13.40000,1707768
2023-04-10 14:41:30 UTC,30,28.10000,13.30000,1829147
2023-04-10 14:43:31 UTC,31,28.00000,13.30000,1950466
2023-04-10 14:45:33 UTC,32,28.10000,13.30000,2071850
2023-04-10 14:47:38 UTC,33,28.20000,13.20000,2197249
2023-04-10 14:49:43 UTC,34,28.30000,13.20000,2322691
2023-04-10 14:51:45 UTC,35,28.20000,13.10000,2444047
2023-04-10 14:53:46 UTC,36,28.20000,13.20000,2565420
2023-04-10 14:55:47 UTC,37,28.10000,13.20000,2686729
2023-04-10 14:57:53 UTC,38,28.00000,13.30000,2812163
2023-04-10 14:59:54 UTC,39,27.80000,13.30000,2933587
2023-04-10 15:01:56 UTC,40,27.70000,13.30000,3054955
2023-04-10 15:03:57 UTC,41,27.60000,13.60000,3176367
2023-04-10 15:05:59 UTC,42,27.40000,13.60000,3297766
2023-04-10 15:08:00 UTC,43,27.10000,13.70000,3419204
2023-04-10 15:10:01 UTC,44,26.80000,13.80000,3540570
2023-04-10 15:12:03 UTC,45,26.60000,14.10000,3661926
2023-04-10 15:14:04 UTC,46,26.40000,14.20000,3783271
2023-04-10 15:16:05 UTC,47,26.30000,14.20000,3904651
2023-04-10 15:18:07 UTC,48,26.10000,14.30000,4026060
2023-04-10 15:20:08 UTC,49,26.00000,14.40000,4147517
2023-04-10 15:22:10 UTC,50,25.90000,14.30000,4268894
2023-04-10 15:24:11 UTC,51,25.70000,14.50000,4390206
2023-04-10 15:26:12 UTC,52,25.60000,14.50000,4511570
2023-04-10 15:28:14 UTC,53,25.40000,14.60000,4632996
2023-04-10 15:30:15 UTC,54,25.20000,14.70000,4754433
2023-04-10 15:32:16 UTC,55,25.00000,14.90000,4875794
2023-04-10 15:34:18 UTC,56,24.80000,15.00000,4997232
2023-04-10 15:36:19 UTC,57,24.60000,15.10000,5118623
2023-04-10 15:38:21 UTC,58,24.40000,15.30000,5239919
2023-04-10 15:40:22 UTC,59,24.10000,15.50000,5361276
2023-04-10 15:42:23 UTC,60,23.90000,15.80000,5482697
2023-04-10 15:44:25 UTC,61,23.70000,15.80000,5604034
2023-04-10 15:46:26 UTC,62,23.60000,16.10000,5725403
2023-04-10 15:48:27 UTC,63,23.40000,16.10000,5846750
2023-04-10 15:50:29 UTC,64,23.30000,16.20000,5968095
2023-04-10 15:52:30 UTC,65,23.20000,16.50000,6089437
2023-04-10 15:54:31 UTC,66,23.00000,16.50000,6210785
2023-04-10 15:56:37 UTC,67,22.90000,16.70000,6336058
2023-04-10 15:58:42 UTC,68,22.80000,16.70000,6461276
2023-04-10 16:00:43 UTC,69,22.70000,16.80000,6582534
2023-04-10 16:02:48 UTC,70,22.50000,17.00000,6707783
2023-04-10 16:04:50 UTC,71,22.40000,17.00000,6828989
2023-04-10 16:06:59 UTC,72,22.30000,17.10000,6958397
2023-04-10 16:09:00 UTC,73,22.10000,17.20000,7079640
2023-04-10 16:11:02 UTC,74,22.10000,17.30000,7200924
